,Label
184342,0
184343,0
184344,0
184345,0
184346,0
184347,0
184348,0
184349,0
184350,0
184351,0
184352,0
184353,0
184354,0
184355,0
184356,0
184357,0
184358,0
184359,0
184360,0
184361,0
184362,0
184363,0
184364,0
184365,0
184366,0
184367,0
184368,0
184369,0
184370,0
184371,0
184372,0
184373,0
184374,0
184375,0
184376,0
184377,0
184378,0
184379,0
184380,0
184381,0
184382,0
184383,0
184384,0
184385,0
184386,0
184387,0
184388,0
184389,0
184390,0
184391,0
184392,0
184393,0
184394,0
184395,0
184396,0
184397,0
184398,0
184399,0
184400,0
184401,0
184402,0
184403,0
184404,0
184405,0
184406,0
184407,0
184408,0
184409,0
184410,0
184411,0
184412,0
184413,0
184414,0
184415,0
184416,0
184417,0
184418,0
184419,0
184420,0
184421,0
184422,0
184423,0
184424,0
184425,0
184426,0
184427,0
184428,0
184429,0
184430,0
184431,0
184432,0
184433,0
184434,0
184435,0
184436,0
184437,0
184438,0
184439,0
184440,0
184441,0
184442,0
184443,0
184444,0
184445,0
184446,0
184447,0
184448,0
184449,0
184450,0
184451,0
184452,0
184453,0
184454,0
184455,0
184456,0
184457,0
184458,0
184459,0
184460,0
184461,0
184462,0
184463,0
184464,0
184465,0
184466,0
184467,0
184468,0
184469,0
184470,0
184471,0
184472,0
184473,0
184474,0
184475,0
184476,0
184477,0
184478,0
184479,0
184480,0
184481,0
184482,0
184483,0
184484,0
184485,0
184486,0
184487,0
184488,0
184489,0
184490,0
184491,0
184492,0
184493,0
184494,0
184495,0
184496,0
184497,0
184498,0
184499,0
184500,0
184501,0
184502,0
184503,0
184504,0
184505,0
184506,0
184507,0
184508,0
184509,0
184510,0
184511,0
184512,0
184513,0
184514,0
184515,0
184516,0
184517,0
184518,0
184519,0
184520,0
184521,0
184522,0
184523,0
184524,0
184525,0
184526,0
184527,0
184528,0
184529,0
184530,0
184531,0
184532,0
184533,0
184534,0
184535,0
184536,0
184537,0
184538,0
184539,0
184540,0
184541,0
184542,0
184543,0
184544,0
184545,0
184546,0
184547,0
184548,0
184549,0
184550,0
184551,0
184552,0
184553,0
184554,0
184555,0
184556,0
184557,0
184558,0
184559,0
184560,0
184561,0
184562,0
184563,0
184564,0
184565,0
184566,0
184567,0
184568,0
184569,0
184570,0
184571,0
184572,0
184573,0
184574,0
184575,0
184576,0
184577,0
184578,0
184579,0
184580,0
184581,0
184582,0
184583,0
184584,0
184585,0
184586,0
184587,0
184588,0
184589,0
184590,0
184591,0
184592,0
184593,0
184594,0
184595,0
184596,0
184597,0
184598,0
184599,0
184600,0
184601,0
184602,0
184603,0
184604,0
184605,0
184606,0
184607,0
184608,0
184609,0
184610,0
184611,0
184612,0
184613,0
184614,0
184615,0
184616,0
184617,0
184618,0
184619,0
184620,0
184621,0
184622,0
184623,0
184624,0
184625,0
184626,0
184627,0
184628,0
184629,0
184630,0
184631,0
184632,0
184633,0
184634,0
184635,0
184636,0
184637,0
184638,0
184639,0
184640,0
184641,0
184642,0
184643,0
184644,0
184645,0
184646,0
184647,0
184648,0
184649,0
184650,0
184651,0
184652,0
184653,0
184654,0
184655,0
184656,0
184657,0
184658,0
184659,0
184660,0
184661,0
184662,0
184663,0
184664,0
184665,0
184666,0
184667,0
184668,0
184669,0
184670,0
184671,0
184672,0
184673,0
184674,0
184675,0
184676,0
184677,0
184678,0
184679,0
184680,0
184681,0
184682,0
184683,0
184684,0
184685,0
184686,0
184687,0
184688,0
184689,0
184690,0
184691,0
184692,0
184693,0
184694,0
184695,0
184696,0
184697,0
184698,0
184699,0
184700,0
184701,0
184702,0
184703,0
184704,0
184705,0
184706,0
184707,0
184708,0
184709,0
184710,0
184711,0
184712,0
184713,0
184714,0
184715,0
184716,0
184717,0
184718,0
184719,0
184720,0
184721,0
184722,0
184723,0
184724,0
184725,0
184726,0
184727,0
184728,0
184729,0
184730,0
184731,0
184732,0
184733,0
184734,0
184735,0
184736,0
184737,0
184738,0
184739,0
184740,0
184741,0
184742,0
184743,0
184744,0
184745,0
184746,0
184747,0
184748,0
184749,0
184750,0
184751,0
184752,0
184753,0
184754,0
184755,0
184756,0
184757,0
184758,0
184759,0
184760,0
184761,0
184762,0
184763,0
184764,0
184765,0
184766,0
184767,0
184768,0
184769,0
184770,0
184771,0
184772,0
184773,0
184774,0
184775,0
184776,0
184777,0
184778,0
184779,0
184780,0
184781,0
184782,0
184783,0
184784,0
184785,0
184786,0
184787,0
184788,0
184789,0
184790,0
184791,0
184792,0
184793,0
184794,0
184795,0
184796,0
184797,0
184798,0
184799,0
184800,0
184801,0
184802,0
184803,0
184804,0
184805,0
184806,0
184807,0
184808,0
184809,0
184810,0
184811,0
184812,0
184813,0
184814,0
184815,0
184816,0
184817,0
184818,0
184819,0
184820,0
184821,0
184822,0
184823,0
184824,0
184825,0
184826,0
184827,0
184828,0
184829,0
184830,0
184831,0
184832,0
184833,0
184834,0
184835,0
184836,0
184837,0
184838,0
184839,0
184840,0
184841,0
184842,0
184843,0
184844,0
184845,0
184846,0
184847,0
184848,0
184849,0
184850,0
184851,0
184852,0
184853,0
184854,0
184855,0
184856,0
184857,0
184858,0
184859,0
184860,0
184861,0
184862,0
184863,0
184864,0
184865,0
184866,0
184867,0
184868,0
184869,0
184870,0
184871,0
184872,0
184873,0
184874,0
184875,0
184876,0
184877,0
184878,0
184879,0
184880,0
184881,0
184882,0
184883,0
184884,0
184885,0
184886,0
184887,0
184888,0
184889,0
184890,0
184891,0
184892,0
184893,0
184894,0
184895,0
184896,0
184897,0
184898,0
184899,0
184900,0
184901,0
184902,0
184903,0
184904,0
184905,0
184906,0
184907,0
184908,0
184909,0
184910,0
184911,0
184912,0
184913,0
184914,0
184915,0
184916,0
184917,0
184918,0
184919,0
184920,0
184921,0
184922,0
184923,0
184924,0
184925,0
184926,0
184927,0
184928,0
184929,0
184930,0
184931,0
184932,0
184933,0
184934,0
184935,0
184936,0
184937,0
184938,0
184939,0
184940,0
184941,0
184942,0
184943,0
184944,0
184945,0
184946,0
184947,0
184948,0
184949,0
184950,0
184951,0
184952,0
184953,0
184954,0
184955,0
184956,0
184957,0
184958,0
184959,0
184960,0
184961,0
184962,0
184963,0
184964,0
184965,0
184966,0
184967,0
184968,0
184969,0
184970,0
184971,0
184972,0
184973,0
184974,0
184975,0
184976,0
184977,0
184978,0
184979,0
184980,0
184981,0
184982,0
184983,0
184984,0
184985,0
184986,0
184987,0
184988,0
184989,0
184990,0
184991,0
184992,0
184993,0
184994,0
184995,0
184996,0
184997,0
184998,0
184999,0
185000,0
185001,0
185002,0
185003,0
185004,0
185005,0
185006,0
185007,0
185008,0
185009,0
185010,0
185011,0
185012,0
185013,0
185014,0
185015,0
185016,0
185017,0
185018,0
185019,0
185020,0
185021,0
185022,0
185023,0
185024,0
185025,0
185026,0
185027,0
185028,0
185029,0
185030,0
185031,0
185032,0
185033,0
185034,0
185035,0
185036,0
185037,0
185038,0
185039,0
185040,0
185041,0
185042,0
185043,0
185044,0
185045,0
185046,0
185047,0
185048,0
185049,0
185050,0
185051,0
185052,0
185053,0
185054,0
185055,0
185056,0
185057,0
185058,0
185059,0
185060,0
185061,0
185062,0
185063,0
185064,0
185065,0
185066,0
185067,0
185068,0
185069,0
185070,0
185071,0
185072,0
185073,0
185074,0
185075,0
185076,0
185077,0
185078,0
185079,0
185080,0
185081,0
185082,0
185083,0
185084,0
185085,0
185086,0
185087,0
185088,0
185089,0
185090,0
185091,0
185092,0
185093,0
185094,0
185095,0
185096,0
185097,0
185098,0
185099,0
185100,0
185101,0
185102,0
185103,0
185104,0
185105,0
185106,0
185107,0
185108,0
185109,0
185110,0
185111,0
185112,0
185113,0
185114,0
185115,0
185116,0
185117,0
185118,0
185119,0
185120,0
185121,0
185122,0
185123,0
185124,0
185125,0
185126,0
185127,0
185128,0
185129,0
185130,0
185131,0
185132,0
185133,0
185134,0
185135,0
185136,0
185137,0
185138,0
185139,0
185140,0
185141,0
185142,0
185143,0
185144,0
185145,0
185146,0
185147,0
185148,0
185149,0
185150,0
185151,0
185152,0
185153,0
185154,0
185155,0
185156,0
185157,0
185158,0
185159,0
185160,0
185161,0
185162,0
185163,0
185164,0
185165,0
185166,0
185167,0
185168,0
185169,0
185170,0
185171,0
185172,0
185173,0
185174,0
185175,0
185176,0
185177,0
185178,0
185179,0
185180,0
185181,0
185182,0
185183,0
185184,0
185185,0
185186,0
185187,0
185188,0
185189,0
185190,0
185191,0
185192,0
185193,0
185194,0
185195,0
185196,0
185197,0
185198,0
185199,0
185200,0
185201,0
185202,0
185203,0
185204,0
185205,0
185206,0
185207,0
185208,0
185209,0
185210,0
185211,0
185212,0
185213,0
185214,0
185215,0
185216,0
185217,0
185218,0
185219,0
185220,0
185221,0
185222,0
185223,0
185224,0
185225,0
185226,0
185227,0
185228,0
185229,0
185230,0
185231,0
185232,0
185233,0
185234,0
185235,0
185236,0
185237,0
185238,0
185239,0
185240,0
185241,0
185242,0
185243,0
185244,0
185245,0
185246,0
185247,0
185248,0
185249,0
185250,0
185251,0
185252,0
185253,0
185254,0
185255,0
185256,0
185257,0
185258,0
185259,0
185260,0
185261,0
185262,0
185263,0
185264,0
185265,0
185266,0
185267,0
185268,0
185269,0
185270,0
185271,0
185272,0
185273,0
185274,0
185275,0
185276,0
185277,0
185278,0
185279,0
185280,0
185281,0
185282,0
185283,0
185284,0
185285,0
185286,0
185287,0
185288,0
185289,0
185290,0
185291,0
185292,0
185293,0
185294,0
185295,0
185296,0
185297,0
185298,0
185299,0
185300,0
185301,0
185302,0
185303,0
185304,0
185305,0
185306,0
185307,0
185308,0
185309,0
185310,0
185311,0
185312,0
185313,0
185314,0
185315,0
185316,0
185317,0
185318,0
185319,0
185320,0
185321,0
185322,0
185323,0
185324,0
185325,0
185326,0
185327,0
185328,0
185329,0
185330,0
185331,0
185332,0
185333,0
185334,0
185335,0
185336,0
185337,0
185338,0
185339,0
185340,0
185341,0
185342,0
185343,0
185344,0
185345,0
185346,0
185347,0
185348,0
185349,0
185350,0
185351,0
185352,0
185353,0
185354,0
185355,0
185356,0
185357,0
185358,0
185359,0
185360,0
185361,0
185362,0
185363,0
185364,0
185365,0
185366,0
185367,0
185368,0
185369,0
185370,0
185371,0
185372,0
185373,0
185374,0
185375,0
185376,0
185377,0
185378,0
185379,0
185380,0
185381,0
185382,0
185383,0
185384,0
185385,0
185386,0
185387,0
185388,0
185389,0
185390,0
185391,0
185392,0
185393,0
185394,0
185395,0
185396,0
185397,0
185398,0
185399,0
185400,0
185401,0
185402,0
185403,0
185404,0
185405,0
185406,0
185407,0
185408,0
185409,0
185410,0
185411,0
185412,0
185413,0
185414,0
185415,0
185416,0
185417,0
185418,0
185419,0
185420,0
185421,0
185422,0
185423,0
185424,0
185425,0
185426,0
185427,0
185428,0
185429,0
185430,0
185431,0
185432,0
185433,0
185434,0
185435,0
185436,0
185437,0
185438,0
185439,0
185440,0
185441,0
185442,0
185443,0
185444,0
185445,0
185446,0
185447,0
185448,0
185449,0
185450,0
185451,0
185452,0
185453,0
185454,0
185455,0
185456,0
185457,0
185458,0
185459,0
185460,0
185461,0
185462,0
185463,0
185464,0
185465,0
185466,0
185467,0
185468,0
185469,0
185470,0
185471,0
185472,0
185473,0
185474,0
185475,0
185476,0
185477,0
185478,0
185479,0
185480,0
185481,0
185482,0
185483,0
185484,0
185485,0
185486,0
185487,0
185488,0
185489,0
185490,0
185491,0
185492,0
185493,0
185494,0
185495,0
185496,0
185497,0
185498,0
185499,0
185500,0
185501,0
185502,0
185503,0
185504,0
185505,0
185506,0
185507,0
185508,0
185509,0
185510,0
185511,0
185512,0
185513,0
185514,0
185515,0
185516,0
185517,0
185518,0
185519,0
185520,0
185521,0
185522,0
185523,0
185524,0
185525,0
185526,0
185527,0
185528,0
185529,0
185530,0
185531,0
185532,0
185533,0
185534,0
185535,0
185536,0
185537,0
185538,0
185539,0
185540,0
185541,0
185542,0
185543,0
185544,0
185545,0
185546,0
185547,0
185548,0
185549,0
185550,0
185551,0
185552,0
185553,0
185554,0
185555,0
185556,0
185557,0
185558,0
185559,0
185560,0
185561,0
185562,0
185563,0
185564,0
185565,0
185566,0
185567,0
185568,0
185569,0
185570,0
185571,0
185572,0
185573,0
185574,0
185575,0
185576,0
185577,0
185578,0
185579,0
185580,0
185581,0
185582,0
185583,0
185584,0
185585,0
185586,0
185587,0
185588,0
185589,0
185590,0
185591,0
185592,0
185593,0
185594,0
185595,0
185596,0
185597,0
185598,0
185599,0
185600,0
185601,0
185602,0
185603,0
185604,0
185605,0
185606,0
185607,0
185608,0
185609,0
185610,0
185611,0
185612,0
185613,0
185614,0
185615,0
185616,0
185617,0
185618,0
185619,0
185620,0
185621,0
185622,0
185623,0
185624,0
185625,0
185626,0
185627,0
185628,0
185629,0
185630,0
185631,0
185632,0
185633,0
185634,0
185635,0
185636,0
185637,0
185638,0
185639,0
185640,0
185641,0
185642,0
185643,0
185644,0
185645,0
185646,0
185647,0
185648,0
185649,0
185650,0
185651,0
185652,0
185653,0
185654,0
185655,0
185656,0
185657,0
185658,0
185659,0
185660,0
185661,0
185662,0
185663,0
185664,0
185665,0
185666,0
185667,0
185668,0
185669,0
185670,0
185671,0
185672,0
185673,0
185674,0
185675,0
185676,0
185677,0
185678,0
185679,0
185680,0
185681,0
185682,0
185683,0
185684,0
185685,0
185686,0
185687,0
185688,0
185689,0
185690,0
185691,0
185692,0
185693,0
185694,0
185695,0
185696,0
185697,0
185698,0
185699,0
185700,0
185701,0
185702,0
185703,0
185704,0
185705,0
185706,0
185707,0
185708,0
185709,0
185710,0
185711,0
185712,0
185713,0
185714,0
185715,0
185716,0
185717,0
185718,0
185719,0
185720,0
185721,0
185722,0
185723,0
185724,0
185725,0
185726,0
185727,0
185728,0
185729,0
185730,0
185731,0
185732,0
185733,0
185734,0
185735,0
185736,0
185737,0
185738,0
185739,0
185740,0
185741,0
185742,0
185743,0
185744,0
185745,0
185746,0
185747,0
185748,0
185749,0
185750,0
185751,0
185752,0
185753,0
185754,0
185755,0
185756,0
185757,0
185758,0
185759,0
185760,0
185761,0
185762,0
185763,0
185764,0
185765,0
185766,0
185767,0
185768,0
185769,0
185770,0
185771,0
185772,0
185773,0
185774,0
185775,0
185776,0
185777,0
185778,0
185779,0
185780,0
185781,0
185782,0
185783,0
185784,0
185785,0
185786,0
185787,0
185788,0
185789,0
185790,0
185791,0
185792,0
185793,0
185794,0
185795,0
185796,0
185797,0
185798,0
185799,0
185800,0
185801,0
185802,0
185803,0
185804,0
185805,0
185806,0
185807,0
185808,0
185809,0
185810,0
185811,0
185812,0
185813,0
185814,0
185815,0
185816,0
185817,0
185818,0
185819,0
185820,0
185821,0
185822,0
185823,0
185824,0
185825,0
185826,0
185827,0
185828,0
185829,0
185830,0
185831,0
185832,0
185833,0
185834,0
185835,0
185836,0
185837,0
185838,0
185839,0
185840,0
185841,0
185842,0
185843,0
185844,0
185845,0
185846,0
185847,0
185848,0
185849,0
185850,0
185851,0
185852,0
185853,0
185854,0
185855,0
185856,0
185857,0
185858,0
185859,0
185860,0
185861,0
185862,0
185863,0
185864,0
185865,0
185866,0
185867,0
185868,0
185869,0
185870,0
185871,0
185872,0
185873,0
185874,0
185875,0
185876,0
185877,0
185878,0
185879,0
