,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Fwd Packet Length Max, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Average Packet Size, Avg Bwd Segment Size, min_seg_size_forward
184342,46845,432,443,859,59273,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184343,46845,432,443,859,59273,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184344,46871,433,80,858,58237,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184345,46874,433,443,866,56189,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184346,46919,436,80,858,58225,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184347,46948,436,443,866,56224,6,44,38,22.0,6,6,6.0,0.0,6,38,22.0,18.47520861,341.3333333,0,1,0,0,29.33333333,6.0,20
184348,47235,457,443,866,56257,6,44,38,16.66666667,6,6,6.0,0.0,6,38,12.4,14.31083506,204.8,0,1,0,0,15.5,6.0,20
184349,47234,457,443,866,56256,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184350,47236,457,443,866,56260,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184351,47301,466,80,858,58213,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,8.0,6.0,20
184352,47514,481,80,858,58221,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184353,47513,481,80,858,58220,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184354,47516,481,80,858,58320,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184355,47533,481,443,866,56250,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184356,47657,488,443,866,56206,6,44,38,16.66666667,0,0,0.0,0.0,6,38,14.0,16.0,256.0,0,1,0,0,18.66666667,0.0,20
184357,47798,499,443,866,56278,6,44,38,16.66666667,6,6,6.0,0.0,6,38,12.4,14.31083506,204.8,0,1,0,0,15.5,6.0,20
184358,47799,499,443,866,56281,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184359,47795,499,443,866,56274,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184360,47797,499,443,866,56277,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184361,47873,509,443,866,56265,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184362,47877,509,80,866,56215,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184363,47928,514,80,858,58287,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184364,47970,515,80,866,56207,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184365,47971,515,80,866,56208,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184366,48086,527,443,859,59226,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184367,48124,532,80,858,58319,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184368,48184,535,443,866,56187,6,44,46,19.33333333,0,0,0.0,0.0,0,46,20.8,23.13438999,535.2,0,1,0,0,26.0,0.0,20
184369,48494,587,443,858,58265,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184370,49130,624,80,866,56297,6,44,187,187.0,6,6,6.0,0.0,6,187,126.6666667,104.5003987,10920.33333,0,1,1,1,190.0,6.0,20
184371,49181,636,443,858,58241,6,44,31,18.5,0,0,0.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,34.0,0.0,20
184372,49197,637,80,866,56322,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184373,49222,644,443,866,56306,6,44,31,18.5,0,0,0.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,34.0,0.0,20
184374,49254,654,80,870,9647,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184375,64554,694,52905,865,53,17,44,33,33.0,49,49,49.0,0.0,33,49,39.4,8.76356092,76.8,0,0,0,1,49.25,49.0,20
184376,65169,694,59375,865,53,17,44,33,33.0,82,82,82.0,0.0,33,82,52.6,26.83840532,720.3,0,0,0,1,65.75,82.0,20
184377,52704,694,55126,2073,80,6,44,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,32
184378,53516,695,58310,90,443,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184379,53517,695,58274,98,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184380,53547,695,58252,129,443,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184381,53584,695,58399,207,80,6,44,6,3.0,6,0,3.0,4.242640687,0,6,2.4,3.286335345,10.8,1,0,0,1,3.0,3.0,20
184382,53583,695,58375,207,80,6,44,3200,419.4166667,501,0,300.9,255.1080163,0,3200,349.6521739,659.6341003,435117.1462,1,0,0,0,365.5454545,300.9,20
184383,53582,695,58374,207,80,6,44,372,145.2,498,0,312.75,255.6759947,0,498,208.1052632,227.0631079,51557.65497,1,0,0,0,219.6666667,312.75,20
184384,53587,695,58405,207,80,6,44,6,3.0,6,0,3.0,4.242640687,0,6,2.4,3.286335345,10.8,1,0,0,1,3.0,3.0,20
184385,53585,695,58402,207,80,6,44,6,3.0,6,0,3.0,4.242640687,0,6,2.4,3.286335345,10.8,1,0,0,1,3.0,3.0,20
184386,53586,695,58403,207,80,6,44,6,3.0,6,0,3.0,4.242640687,0,6,2.4,3.286335345,10.8,1,0,0,1,3.0,3.0,20
184387,53588,695,58410,207,443,6,44,396,82.0,1460,0,634.8,615.3248103,0,1460,354.3,519.9424158,270340.1158,1,0,0,1,372.9473684,634.8,20
184388,53589,695,58411,207,443,6,44,396,92.25,1460,0,646.7777778,651.4128449,0,1460,364.3888889,541.2010759,292898.6046,1,0,0,1,385.8235294,646.7777778,20
184389,53591,695,58413,207,443,6,44,192,43.5,1460,0,661.75,694.7321683,0,1460,331.8823529,562.4896535,316394.6103,1,0,0,1,352.625,661.75,20
184390,53590,695,58412,207,443,6,44,192,43.5,1460,0,661.75,694.7321683,0,1460,331.8823529,562.4896535,316394.6103,1,0,0,1,352.625,661.75,20
184391,53584,695,58399,207,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184392,53587,695,58405,207,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184393,53583,695,58375,207,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184394,53585,695,58402,207,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184395,53586,695,58403,207,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184396,53582,695,58374,207,80,6,44,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,0.0,0,1,1,1,9.0,6.0,20
184397,53592,695,58386,209,80,6,44,6,4.0,0,0,0.0,0.0,0,6,2.4,3.286335345,10.8,1,0,0,0,3.0,0.0,20
184398,53593,695,58387,209,80,6,44,2016,206.4,503,0,51.5,158.6605391,0,2016,122.8095238,447.2638616,200044.9619,1,0,0,1,128.95,51.5,20
184399,111,695,58388,326,80,6,44,364,94.0,402,0,103.5,199.0200995,0,402,87.77777778,167.6676607,28112.44444,1,0,0,1,98.75,103.5,20
184400,111,695,58388,326,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184401,745,695,58376,481,80,6,44,490,165.3333333,429,0,110.25,212.5188227,0,490,117.125,211.9645776,44928.98214,1,0,0,1,133.8571429,110.25,20
184402,745,695,58376,481,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184403,746,695,58377,481,80,6,44,527,177.6666667,429,0,110.25,212.5188227,0,527,121.75,221.4541229,49041.92857,1,0,0,1,139.1428571,110.25,20
184404,746,695,58377,481,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184405,909,695,58379,497,80,6,44,842,282.6666667,392,0,132.6666667,224.6092904,0,842,178.0,326.8312511,106818.6667,1,0,0,1,207.6666667,132.6666667,20
184406,909,695,58379,497,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184407,908,695,58378,497,80,6,44,6,4.0,0,0,0.0,0.0,0,6,2.4,3.286335345,10.8,1,0,0,0,3.0,0.0,20
184408,48683,695,58365,749,80,6,44,431,145.6666667,860,0,218.0,428.0093457,0,860,163.625,318.7663441,101611.9821,1,0,0,1,187.0,218.0,20
184409,48684,695,58366,749,80,6,44,431,145.6666667,860,0,218.0,428.0093457,0,860,163.625,318.7663441,101611.9821,1,0,0,1,187.0,218.0,20
184410,48683,695,58365,749,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184411,48684,695,58366,749,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184412,48686,695,58368,749,80,6,44,6,2.0,6,0,2.0,3.464101615,0,6,1.714285714,2.927700219,8.571428571,1,0,0,1,2.0,2.0,20
184413,48685,695,58367,749,80,6,44,6,2.0,6,0,2.0,3.464101615,0,6,1.714285714,2.927700219,8.571428571,1,0,0,1,2.0,2.0,20
184414,48686,695,58368,749,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184415,48685,695,58367,749,80,6,44,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
184416,66595,695,53604,865,53,17,44,67,67.0,195,195,195.0,0.0,67,195,118.2,70.10848736,4915.2,0,0,0,1,147.75,195.0,32
184417,67588,695,62658,865,53,17,44,42,42.0,58,58,58.0,0.0,42,58,48.4,8.76356092,76.8,0,0,0,1,60.5,58.0,20
184418,67622,695,63016,865,53,17,44,58,58.0,124,124,124.0,0.0,58,124,76.85714286,32.20470241,1037.142857,0,0,0,0,89.66666667,124.0,20
184419,67458,695,61458,865,53,17,44,36,36.0,230,230,230.0,0.0,36,230,91.42857143,94.66230708,8960.952381,0,0,0,0,106.6666667,230.0,20
184420,66767,695,55104,865,53,17,44,29,29.0,93,93,93.0,0.0,29,93,54.6,35.05424368,1228.8,0,0,0,1,68.25,93.0,32
184421,66523,695,52779,865,53,17,44,28,28.0,238,238,238.0,0.0,28,238,112.0,115.0217371,13230.0,0,0,0,1,140.0,238.0,20
184422,67054,695,57870,865,53,17,44,41,41.0,118,118,118.0,0.0,41,118,71.8,42.17463693,1778.7,0,0,0,1,89.75,118.0,20
184423,66311,695,50771,865,53,17,44,30,30.0,207,207,207.0,0.0,30,207,100.8,96.94689268,9398.7,0,0,0,1,126.0,207.0,20
184424,66370,695,51393,865,53,17,44,47,47.0,218,218,218.0,0.0,47,218,95.85714286,83.43945624,6962.142857,0,0,0,0,111.8333333,218.0,20
184425,66750,695,54983,865,53,17,44,60,60.0,142,142,142.0,0.0,60,142,83.42857143,40.01190299,1600.952381,0,0,0,0,97.33333333,142.0,20
184426,67472,695,61604,865,53,17,44,70,70.0,148,148,148.0,0.0,70,148,101.2,42.72235949,1825.2,0,0,0,1,126.5,148.0,20
184427,66758,695,55052,865,53,17,44,31,31.0,91,91,91.0,0.0,31,91,48.14285714,29.27700219,857.1428571,0,0,0,0,56.16666667,91.0,32
184428,66948,695,56780,865,53,17,44,41,41.0,169,169,169.0,0.0,41,169,92.2,70.10848736,4915.2,0,0,0,1,115.25,169.0,20
184429,67358,695,60658,865,53,17,44,36,36.0,64,64,64.0,0.0,36,64,47.2,15.33623161,235.2,0,0,0,1,59.0,64.0,20
184430,67833,695,65054,865,53,17,44,30,30.0,207,207,207.0,0.0,30,207,100.8,96.94689268,9398.7,0,0,0,1,126.0,207.0,20
184431,67841,695,65186,865,53,17,44,44,44.0,60,60,60.0,0.0,44,60,50.4,8.76356092,76.8,0,0,0,1,63.0,60.0,20
